,CIK,Name,Year,TOTAL ASSETS (U.S.$),COMMON EQUITY (U.S.$),MARKET CAPITALIZATION (U.S.$),NET SALES OR REVENUES (U.S.$),NET INCOME (U.S.$),EARNINGS PER SHARE,EARNINGS BEF INTEREST & TAXES,DIVIDEND YIELD - CLOSE,NET SALES/REVENUES -1YR ANN GR,NET INCOME - 1 YR ANNUAL GROWT,RETURN ON EQUITY - TOTAL (%),RETURN ON ASSETS,RETURN ON INVESTED CAPITAL,"SELLING, GENERAL & ADM / SALES",RESEARCH & DEVELOPMENT/SALES,OPERATING PROFIT MARGIN,TOTAL DEBT % TOTAL CAPITAL/STD,QUICK RATIO,CURRENT RATIO,"BRANDS, PATENTS - NET","BRANDS, PATENTS - ACCUM AMORT","BRANDS, PATENTS - GROSS",EMPLOYEES,EMPLOYEES - 1 YR ANNUAL GROWTH,SALES PER EMPLOYEE,ASSETS PER EMPLOYEE,CURRENT LIABILITIES-TOTAL,TOTAL LIABILITIES,TOTAL INVESTMENT RETURN,PRICE/BOOK VALUE RATIO - CLOSE,PRICE VOLATILITY,FOREIGN ASSETS % TOTAL ASSETS,FOREIGN SALES % TOTAL SALES,FOREIGN INCOME % TOTAL INCOME,FOREIGN RETURN ON ASSETS,FOREIGN INCOME MARGIN,EXPORTS,PROVSION FOR RISKS & CHARGES,WORKING CAPITAL,RETAINED EARNINGS,ACCOUNTS PAYABLE/SALES,CASH FLOW/SALES,COST OF GOODS SOLD/SALES,TobinQ,AltmanZ
14191,1451512,TERRA TECH CORP,2015,9165,6194,28181,9975,-9226,-0.576,-8197,0,40.61,,-238.18,-100.3,-128.78,98.58,,-88.39,12.64,0.42,0.81,,,,,,,,2780,2824,-63.24,4.55,,,,,,,,,-524,-45952,11.222,-54.81,76.36,3.39901800327332,-2.97450485975559
14192,1451512,TERRA TECH CORP,2016,76179,52598,175852,25328,-26919,-1.037,-26194,0,153.9,,-91.57,-60.35,-83.99,81.81,,-71.65,3.55,0.46,0.58,5728,91,5819,175,,145,435,22670,24025,241.4,3.34,76.39,0,0,0,,,,,-9559,-72871,7.845,-34.2,79.83,2.61795245408839,2.09639875260113
14193,1451512,TERRA TECH CORP,2017,98188,75871,358857,35801,-32678,-0.709,-30849,0,41.35,,-50.87,-35.48,-45,70.83,,-55.53,7.92,0.77,1.23,5438,77,5516,270,54.29,133,364,14776,21386,21.89,4.73,70.03,0,0,0,,,,,3467,-105549,6.449,-35.03,74.51,3.88208335030757,7.92958053551412
14194,1451512,TERRA TECH CORP,2018,120088,93870,46194,31334,-39753,-0.56,-25719,0,-12.48,,-46.84,-26.95,-29.92,138.2,,-98.52,16.18,1.22,2.75,5399,117,5516,222,-17.78,141,541,6901,25214,-90.27,0.49,74.33,0,0,0,,,,,12061,-141184,8.222,-77.02,44.42,0.60299113983079,-0.874609721755723
14195,1451512,TERRA TECH CORP,2019,119249,70142,18881,28050,-46932,-0.442999999999999,-38077,0,39.11,,-57.23,-33.08,-38.41,161.58,,-109.33,18.93,0.1,0.34,5099,166,5265,248,11.71,113,481,27582,43923,-71.68,0.27,76.44,0,0,0,,,,,-18214,-189686,24.15,-53.67,11.18,0.570134760039916,-2.97314990191538
14196,1547705,,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14197,1547705,,1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14198,1547705,,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14199,1547705,,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14200,1547705,,1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14201,1547705,,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14202,1547705,,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14203,1547705,,1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14204,1547705,,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14205,1547705,,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14206,1547705,,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14207,1547705,,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14208,1547705,,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14209,1547705,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14210,1547705,,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14211,1547705,,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14212,1547705,,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14213,1547705,,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14214,1547705,,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14215,1547705,,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14216,1547705,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14217,1547705,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14218,1547705,,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14219,1547705,,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14220,1547705,,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14221,1547705,,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14222,1547705,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14223,1547705,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14224,1537435,TECOGEN INC,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14225,1537435,TECOGEN INC,1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14226,1537435,TECOGEN INC,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14227,1537435,TECOGEN INC,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14228,1537435,TECOGEN INC,1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14229,1537435,TECOGEN INC,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14230,1537435,TECOGEN INC,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14231,1537435,TECOGEN INC,1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14232,1537435,TECOGEN INC,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14233,1537435,TECOGEN INC,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14234,1537435,TECOGEN INC,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14235,1537435,TECOGEN INC,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14236,1537435,TECOGEN INC,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14237,1537435,TECOGEN INC,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14238,1537435,TECOGEN INC,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14239,1537435,TECOGEN INC,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14240,1537435,TECOGEN INC,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14241,1537435,TECOGEN INC,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14242,1537435,TECOGEN INC,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14243,1537435,TECOGEN INC,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14244,1537435,TECOGEN INC,2012,9117,4615,,15254,-1637,,-1955,,,,,,,51.58,,-13.14,23,1.08,1.97,194,21,215,65,,235,140,4191,4334,,,,,,,,,,,4079,-11760,7.546,-10.46,60.21,,
14245,1537435,TECOGEN INC,2013,17630,7270,,15850,-3449,-0.258,-3666,,3.91,,-58.05,-25.11,-34.93,53.26,,-23.16,45.71,1.17,1.54,402,40,442,70,7.69,226,252,10360,10564,,,,0,0,0,,,,,5566,-15209,15.5059999999999,-22.17,66.65,,
14246,1537435,TECOGEN INC,2014,14122,6149,83029,19343,-3746,-0.24,-3694,0,22.04,,-55.83,-22.87,-33.25,46.84,5.38,-19.15,34,1.54,2.42,453,62,515,75,7.14,258,188,5091,8298,,13.5,,0,0,0,,,,,7218,-18955,12.492,-17.37,65.48,6.44398810366803,5.23056256638898
14247,1537435,TECOGEN INC,2015,21091,12838,64676,21443,-2727,-0.162,-2629,0,10.86,,-28.73,-14.86,-21.56,45.17,2.76,-12.33,19.43,2.48,3.61,,,,,,,,5376,8649,-32.95,5.04,,,,,,,,,14027,-21682,15.445,-10.69,63.13,3.45782561282063,4.4407463305081
14248,1537435,TECOGEN INC,2016,23741,14511,83924,24490,-1096,-0.057,-985,0,14.21,,-8.02,-4.38,-5.93,39.33,2.72,-4.07,17.83,2.65,3.57,575,123,698,86,,285,276,5623,9230,20,5.78,,0,0,0,,,,,14436,-22844,13.75,-2.97,60.95,3.92376058295775,5.72240313133658
14249,1537435,TECOGEN INC,2017,50671,33240,66871,33203,47,0.002,253,0,35.57,,0.2,0.4,0.57,35.52,2.82,0.68,2.46,1.81,2.49,,,,,,,,8708,16976,-35.71,2.01,,,,,,,,,12953,-22796,15.3459999999999,2.63,57.33,1.66371297191687,2.70559991246408
14250,1537435,TECOGEN INC,2018,49904,27783,90114,35884,-5709,-0.23,-5648,0,8.07,,-18.71,-11.16,-17.38,37.46,3.62,-3.2,6.69,1.47,2,745,188,933,97,,370,514,13198,21867,34.44,3.24,41.87,0,0,0,,,,,13170,-28670,19.935,-1.41,57.52,2.24901811478037,2.32337122764801
14251,1537435,TECOGEN INC,2019,41117,23268,52680,33426,-4709,-0.19,-4677,0,-6.85,,-18.45,-10.17,-16.59,39.09,4.37,-6.12,9.33,1.55,2.08,838,206,1044,93,-4.12,359,442,13446,17763,-41.6,2.26,40.25,0,0,0,,,,,14464,-33379,15.7709999999999,-4.46,59.86,1.71532456161684,1.49448229151789
14252,1561627,THE EXONE COMPANY,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14253,1561627,THE EXONE COMPANY,1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14254,1561627,THE EXONE COMPANY,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14255,1561627,THE EXONE COMPANY,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14256,1561627,THE EXONE COMPANY,1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14257,1561627,THE EXONE COMPANY,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14258,1561627,THE EXONE COMPANY,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14259,1561627,THE EXONE COMPANY,1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14260,1561627,THE EXONE COMPANY,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14261,1561627,THE EXONE COMPANY,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14262,1561627,THE EXONE COMPANY,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14263,1561627,THE EXONE COMPANY,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14264,1561627,THE EXONE COMPANY,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14265,1561627,THE EXONE COMPANY,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14266,1561627,THE EXONE COMPANY,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14267,1561627,THE EXONE COMPANY,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14268,1561627,THE EXONE COMPANY,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14269,1561627,THE EXONE COMPANY,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14270,1561627,THE EXONE COMPANY,2010,15233,-9561,,13440,-5508,-0.55,-3867,,,,,,,44.48,8.58,-30.24,178.04,0.19,0.35,,,,,,,,20479,23510,,,,50.81,70.71,-29.66,15.58,12.68,,,-13253,-19448,7.326,-30.56,69.21,,
14271,1561627,THE EXONE COMPANY,2011,18241,-17705,,15290,-8037,,-5017,,13.76,,,-41.92,-72.26,47.65,10.01,-33.84,61.6,0.46,0.88,,,,155,,99,118,11449,14857,,,,51.78,70,-15.79,8.65,7.64,,,-1332,-27485,5.653,-42.17,68.53,,
14272,1561627,THE EXONE COMPANY,2012,32897,-21529,,28657,-10168,,-7851,,87.42,,,-37.63,-67.24,63.81,6.73,-28.17,99.79,0.47,0.81,,,,163,5.16,176,202,24925,32856,,,,8.74,72.77,,,,,,-4682,-31355,8.55299999999999,-0.94,51.75,,
14273,1561627,THE EXONE COMPANY,2013,158435,146700,869875,39480,-6455,-0.515,-5575,0,37.77,,-10.56,-6.49,-7.32,40.83,12.99,-14.37,2.16,12.44,14.15,,,,190,16.56,208,834,8734,11735,,5.93,,12.32,63.03,0,0,0,,,114814,-6455,4.428,-8.19,54.55,5.56449016947013,45.419073746861
14274,1561627,THE EXONE COMPANY,2014,133430,118545,242219,43900,-21843,-1.516,-21540,0,11.2,,-16.47,-14.9,-16.05,54.25,18.63,-49.06,2.14,4.08,5.71,45,11,56,254,33.68,173,525,12357,14885,-72.21,2.04,,26.2,51.9,0,0,0,,,58235,-28298,5.815,-31.99,65.88,1.92688300981788,9.78342851164179
14275,1561627,THE EXONE COMPANY,2015,107958,89073,145048,40353,-25865,-1.793,-25886,0,-8.08,,-24.92,-21.38,-24.27,55.95,18.04,-53.31,2.32,1.69,3.03,31,22,53,275,8.27,147,393,16964,18885,-40.24,1.63,,31.35,50.89,0,0,0,,,34503,-54163,8.007,-37.47,66.37,1.5184886715204,3.86826311672319
14276,1561627,THE EXONE COMPANY,2016,104178,87780,149600,47788,-14598,-0.915999999999999,-14233,0,18.42,,-16.51,-13.58,-15.94,43.28,16.35,-29.72,2.07,2.35,3.5,19,33,52,278,1.09,172,375,14735,16398,-6.97,1.7,,30.18,53.98,0,0,0,,,36864,-68761,4.26,-15.56,58.25,1.59340743727082,4.97769340552169
14277,1561627,THE EXONE COMPANY,2017,95560,75209,135447,57744,-20017,-1.246,-19885,0,20.83,,-24.56,-19.98,-23.96,41.74,17.16,-33.96,2.21,1.66,2.55,1,30,31,302,8.63,191,316,18806,20351,-10.06,1.8,48.03,33.41,56.69,0,0,0,,,29159,-89186,7.431,-16.64,64.19,1.63036835496023,2.96440768688051
14278,1561627,THE EXONE COMPANY,2018,77682,62775,107470,64644,-12667,-0.782999999999999,-12253,0,11.95,,-18.36,-14.39,-17.66,35.86,16.62,-20.06,2.35,1.35,2.65,0,30,30,296,-1.99,218,262,12912,14907,-21.19,1.71,44.17,36.43,54.34,0,0,0,,,21291,-101853,6.769,-7.88,59.07,1.57535851291161,3.12222113847959
14279,1561627,THE EXONE COMPANY,2019,75366,48582,121948,53276,-15095,-0.925999999999999,-15159,0,-17.59,,-27.11,-19.37,-25.95,42.41,18.55,-27.97,2.73,0.52,1.4,,,,271,-8.45,197,278,24917,26784,12.69,2.51,41.04,35,60.78,0,0,0,,,10013,-116948,10.92,-16.36,58.42,1.97346283469999,0.754883304955686
14280,1452176,SUREPURE INC,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14281,1452176,SUREPURE INC,1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14282,1452176,SUREPURE INC,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14283,1452176,SUREPURE INC,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14284,1452176,SUREPURE INC,1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14285,1452176,SUREPURE INC,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14286,1452176,SUREPURE INC,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14287,1452176,SUREPURE INC,1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14288,1452176,SUREPURE INC,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14289,1452176,SUREPURE INC,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14290,1452176,SUREPURE INC,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14291,1452176,SUREPURE INC,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14292,1452176,SUREPURE INC,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14293,1452176,SUREPURE INC,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14294,1452176,SUREPURE INC,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14295,1452176,SUREPURE INC,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14296,1452176,SUREPURE INC,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14297,1452176,SUREPURE INC,2009,1,-79,,0,-72,0,-71,,,,,,,,,,-2.52,0.01,0.01,,,,1,,0,1,80,80,,,,0,,0,,,,,-79,-93,,,,,
14298,1452176,SUREPURE INC,2010,0,-120,,0,-41,0,-40,,0,,,-6355.86,,,,,-53.74,0,0,,,,1,0,0,0,120,120,,,,0,,0,,,,,-120,-134,,,,,
14299,1452176,SUREPURE INC,2011,0,-19,35048,0,-25,-0.001,-24,0,0,,,-14766.45,,,,,0,0,0,,,,1,0,0,0,19,19,,-1894.74,,,,0,,,,,-19,-159,,,,inf,
14300,1452176,SUREPURE INC,2012,425,-2966,23542,594,-4301,-0.11,-4010,0,72.6,,,-993.58,,704.25,49.94,-673.87,-563.68,0.16,0.28,129,80,209,12,1100,50,35,1039,4500,-7.41,-7.94,,0,0,0,,,,,-748,-25192,133.054,-675.15,15.53,63.3717647058823,-111.711278431372
14301,1452176,SUREPURE INC,2013,309,-1551,35944,171,-4401,-0.14,-4267,0,-71.26,,,-1173.79,,2450.21,132.88,-2500.58,-20.65,0.03,0.12,112,97,209,14,16.67,12,22,1661,1661,-10,-23.18,,0,0,0,,,,,-1465,-31227,411.746999999999,-2312.34,5.04,122.343042071197,-179.208927070486
14302,1452176,SUREPURE INC,2014,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,-93.89,,,,,,,,,,,,,,,,
14303,1452176,SUREPURE INC,2015,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,163.64,,54.42,,,,,,,,,,,,,,
14304,1452176,SUREPURE INC,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.96,,,,,,,,,,,,,,
14305,1452176,SUREPURE INC,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.56,,,,,,,,,,,,,,
14306,1452176,SUREPURE INC,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.85,,,,,,,,,,,,,,
14307,1452176,SUREPURE INC,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14308,1434388,WONHE HIGH-TECH INTERNATIONAL INC,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14309,1434388,WONHE HIGH-TECH INTERNATIONAL INC,1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14310,1434388,WONHE HIGH-TECH INTERNATIONAL INC,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14311,1434388,WONHE HIGH-TECH INTERNATIONAL INC,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14312,1434388,WONHE HIGH-TECH INTERNATIONAL INC,1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14313,1434388,WONHE HIGH-TECH INTERNATIONAL INC,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14314,1434388,WONHE HIGH-TECH INTERNATIONAL INC,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14315,1434388,WONHE HIGH-TECH INTERNATIONAL INC,1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14316,1434388,WONHE HIGH-TECH INTERNATIONAL INC,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14317,1434388,WONHE HIGH-TECH INTERNATIONAL INC,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14318,1434388,WONHE HIGH-TECH INTERNATIONAL INC,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14319,1434388,WONHE HIGH-TECH INTERNATIONAL INC,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14320,1434388,WONHE HIGH-TECH INTERNATIONAL INC,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14321,1434388,WONHE HIGH-TECH INTERNATIONAL INC,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14322,1434388,WONHE HIGH-TECH INTERNATIONAL INC,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14323,1434388,WONHE HIGH-TECH INTERNATIONAL INC,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14324,1434388,WONHE HIGH-TECH INTERNATIONAL INC,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14325,1434388,WONHE HIGH-TECH INTERNATIONAL INC,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14326,1434388,WONHE HIGH-TECH INTERNATIONAL INC,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14327,1434388,WONHE HIGH-TECH INTERNATIONAL INC,2011,7014,6977,95641,36,-620,-0.032,,0,,,,,,3017.61,1122.15,-4198.05,,1.17,19.9,,,,,,,,329,37,,13.71,,,,,,,,,6221,-852,22.93,-2147.88,39.44,13.6410037068719,
14328,1434388,WONHE HIGH-TECH INTERNATIONAL INC,2012,15300,13581,53775,25182,6880,0.288,,0,68929.12,,,61.66,64.69,8.89,2.28,37.66,,9.18,14.76,,,,,,,,1008,1008,-55,3.96,,,,,,,,,13863,6070,0.057,30.23,50.86,3.62705882352941,
14329,1434388,WONHE HIGH-TECH INTERNATIONAL INC,2013,38338,36555,57570,25474,12400,0.37,,0,1.16,80.23,,46.23,47.47,4.75,0.61,42.74,,90.64,91.23,,,,,,,,388,388,-33.33,1.57,,,,,,,,,34989,18470,0.058,52.28,51.54,1.54815065991966,
14330,1434388,WONHE HIGH-TECH INTERNATIONAL INC,2014,40276,38204,117827,6195,1897,0.049,2290,0,-75.68,-84.7,,4.83,4.89,10.76,1.5,35.16,,63.84,63.84,,,,,,,,591,591,104.67,3.08,,,,,,,,,37124,20367,0,33.64,51.12,2.97693415433508,121.775273764577
14331,1434388,WONHE HIGH-TECH INTERNATIONAL INC,2015,64516,44967,14628,31425,-2117,-0.04,,0,407.24,,-5.09,-4.04,-4.09,28.76,0.45,13.08,,73.99,73.99,,,,,,,,753,753,-91.86,0.33,69.41,,,,,,,,54968,9306,0.613,33.5,57.05,0.529744559489119,
14332,1434388,WONHE HIGH-TECH INTERNATIONAL INC,2016,73855,49309,6616,49202,5284,0.077,,0,56.57,,11.21,7.64,7.82,3.8,1.62,27.22,,19.47,19.48,,,,,,,,2567,2567,-64,0.13,74.67,,,,,,,,47434,14590,2.81,24.92,66.93,0.421934872385078,
14333,1434388,WONHE HIGH-TECH INTERNATIONAL INC,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.48,,,,,,,,,,,,,,
14334,1434388,WONHE HIGH-TECH INTERNATIONAL INC,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.28,,,,,,,,,,,,,,
14335,1434388,WONHE HIGH-TECH INTERNATIONAL INC,2019,,,2113,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.43,,,,,,,,,,,,,,
14336,1388180,NOVUS ROBOTICS INC,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14337,1388180,NOVUS ROBOTICS INC,1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14338,1388180,NOVUS ROBOTICS INC,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14339,1388180,NOVUS ROBOTICS INC,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14340,1388180,NOVUS ROBOTICS INC,1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14341,1388180,NOVUS ROBOTICS INC,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14342,1388180,NOVUS ROBOTICS INC,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14343,1388180,NOVUS ROBOTICS INC,1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14344,1388180,NOVUS ROBOTICS INC,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
